SKU,Description,Price,UOM,Family,Product,Type,Item,Dielectric,Noise Reduction Rating NRR,Radio Band Type,Ear Muff Style,Ear Muff Cup Color,Series,Features,Standards,For Use With,Disposable/ Reusable,Insertion Method,Metal Detectable,Ear Plug Color,Ear Plug Material,Ear Plug Shape,Ear Plug Size,Cord Options,Band Color - Hearing Protection,Cord Color,Cord Material - Hearing Protection,Pairs Per Package,Ear Plug Packaging,Ear Plug Pair Pack Type,Band Material - Hearing Protection,Material - Ear Plug Dispensers,Height - Ear Plug Dispensers,Width - Ear Plug Dispensers,Depth - Ear Plug Dispensers,Mounting Style - Ear Plug Dispensers,Dispenser Lid Style,Includes,Capacity - Pairs of Ear Plugs,Green Environmental Attribute,Ear Muff Cushion Material,Ear Muff Type,Compatible Earmuff,Compatible Mfg. Model Number,Replacement Pad Grainger Part Number,Weight,Mounting Hole Center to Center,Number of Mounting Holes,Battery Type,Auxiliary Input,Compatible Dispensing System,Compatible Grainger Part Number,Compatible Banded Earplug,Headset Style,In Ear / On Ear / Over Ear LOV,One Ear / Two Ear,Volume Control,Push To Talk,Noise Canceling,Color,Batteries Included,Battery Size,Number of Batteries,Wired Connection Type,Connection Type - Head Protection,Cable Style,Frequency Range,System Requirements,Green Certification or Other Recognition,Ear Muff Cup Material
3GYD6,"Ear Muffs, Over-the-Head, Dielectric, 27dB",$29.47 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,27dB,,Over-the-Head,Blue,Clarity,"Sound Management Technology, Dielectric/Plastic Construction, Multiple Position Wear, Nondeforming Outer Headband, Quick Click Height Adjustment, Snap-In Ear Cushions",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,Plastic,,,,,,,,,,Foam,Rigid,Clarity C3,1006081,9WNU1,10.6 oz.,,,,,,,,,,,,,,,,,,,,,,,,
3GYD7,"Over-the-Head Ear Muffs,  26dB Noise Reduction Rating NRR,  Dielectric Yes,  Green",$13.92 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,26dB,,Over-the-Head,Green,Thunder(R),"Air Flow Control Technology, Dielectric/Plastic Construction, Non-Deforming Outer Headband, Inner Ventilated Headband, Quick Click Height Adjustment, Snap-In Ear Cushions",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,Plastic,,,,,,,,,,Foam,Rigid,Thunder(R) Noise Blocking Earmuff,1010974,3NKW6,6.6 oz.,,,,,,,,,,,,,,,,,,,,,,,,
3GYD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3GYD9,"Flanged Ear Plugs,  25dB Noise Reduction Rating NRR,  Corded,  M,  Blue,  PK 100",$184.02 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs-metal-detectable"">Ear",Ear Plugs,,25dB,,,,SmartFit(R),,ANSI S3.19-1974 Tested,,Reusable,Push-In,Yes,Blue,Vinyl,Flanged,M,Corded,Blue,Blue,Vinyl,100,Bulk Box,Plastic Bag,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3GYE1,"Flanged Ear Plugs,  25dB Noise Reduction Rating NRR,  Corded,  M,  Blue,  PK 100",$141.55 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,25dB,,,,SmartFit(R),,ANSI S3.19-1974 Tested,,Reusable,Push-In,No,Blue,Vinyl,Flanged,M,Corded,Blue,Blue,Nylon,100,Bulk Box,Plastic Bag,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JLW7,"Ear Plugs, Corded, Flanged, 27dB, PK5",$11.39 ,/ pkg. of 5,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,27dB,,,,Dpass(R),,ANSI S3.19-1974,,Reusable,Push-In,No,Blue,Vinyl,Flanged,M,Corded,,Red,Vinyl,5,Bulk Box,Plastic Bag,Vinyl,,,,,,,Fins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JLW9,"Ear Plugs, Corded, Cylinder, 29dB, PK200",$127.65 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,29dB,,,,E-A-R(TM) Classic(TM) Small,,"ANSI S3.19-1975, CSA Class AL",,Disposable,Roll-Down,No,Yellow,Foam,Cylinder,S,Corded,Blue,Blue,Vinyl,200,Bulk Box,Plastic Bag,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JLX1,"Repl Ear Plug Pods, Cone, 25dB, PK5",$24.26 ,/ pkg. of 5,safety,hearing-protection,"ear-plugs"">Ear",Replacement Ear Plug Pods,,25dB,,,,E-A-Rflex(TM),,ANSI S3.19-1974,,Reusable,Push-In,No,Yellow,Foam,Cone,M,Uncorded,,,,1,,Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JLX2,"Bell Replacement Ear Plug Pods,  27dB Noise Reduction Rating NRR,  Uncorded,  M,  Orange,  1 PR",$2.86 ,/ pair,safety,hearing-protection,"ear-plugs"">Ear",Replacement Ear Plug Pods,,27dB,,,,QB1(R)HYG,,ANSI S3.19-1974,,Reusable,Push-In,No,Orange,Vinyl,Bell,M,Uncorded,,,,1,Bulk Box,Plastic Bag,,,,,,,,,,,,,,QB1HYG,,,,,,,,3JNG3,QB1(R)HYG,,,,,,,,,,,,,,,,,
3JNF6,"Over-the-Head Ear Muffs,  30dB Noise Reduction Rating NRR,  Dielectric No,  Black, Green",$37.41 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,30dB,,Over-the-Head,"Black, Green",Optime,2 Cups Connected by a Foam Inner Layer to Reduce Structural Resonances Provide Maximum Noise Reduction Throughout the Full Range of Low and High Frequencies,ANSI S3.19-1974,"Road Construction, Airport and Utility Workers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JNG2,"Hearing Band, Bell, 25dB",$12.71 ,/ each,safety,hearing-protection,"ear-plugs"">Ear",Hearing Band,,25dB,,,,E-A-Rflex(TM),,ANSI S3.19-1974,,Reusable,Push-In,No,Yellow,Foam,Bell,M,Banded,Orange,,,1,Bulk Box,Plastic Bag,,,,,,,,(2) Pairs Replacement Pods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JNG3,"Bell Banded Ear Plugs,  27dB Noise Reduction Rating NRR,  Banded,  M,  Orange",$6.28 ,/ each,safety,hearing-protection,"ear-plugs"">Ear",Banded Ear Plugs,,27dB,,,,QB1(R)HYG,,ANSI S3.19-1974 Tested,,Reusable,Push-In,No,Orange,Vinyl,Bell,M,Banded,Yellow,,,1,Bulk Box,Plastic Bag,Polypropylene,,,,,,,Pair Replacement Pods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JUA5,"Electronic Ear Muff, 25dB, Over-the-Head",$91.60 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Electronic Ear Muffs,No,25dB,,Over-the-Head,Black,LEVEL DEPENDENT(TM),"Impulse Filter, Audio Jack, Auto Shut Off",ANSI S12.6-2008,,,,,,,,,,Black,,,,,,PVC,,,,,,,Nylon Case,,,"Polyester, Polyethylene",,,,,,,,(2) AAA,3.5mm Jack,,,,,,,,,,,Yes,AAA,2,,,,,,,
3LCA1,"Hearing Band, Bell, 22dB",$2.92 ,/ each,safety,hearing-protection,"ear-plugs"">Ear",Hearing Band,,22dB,,,,Contra-Band,,ANSI S3.19-1974,,Reusable,Push-In,No,Blue,Vinyl,Bell,M,Banded,Orange,,,1,Bulk Box,Plastic Bag,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3LCA2,"Ear Plugs, Uncorded, Bell, 33dB, PK200",$40.82 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,33dB,,,,Max(R),,ANSI S3.19-1974 Tested,,Disposable,Roll-Down,No,"Blue, Red, White",Foam,Bell,M,Uncorded,,,,200,Bulk Box,Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHA2,"Ear Muff Hygiene Kit,  For Use With MT, HT, Alert, TacticalPRO, PowerCom, LiteC",$31.61 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Hygiene Kit,,,,,,,,ANSI S3.19-1974,"MT, HT, Alert, TacticalPRO, PowerCom, LiteC",,,,,,,,,,,,,,,,,,,,,,"(2) Sealing Rings, (2) Foam Inserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHA3,"Ear Plugs, Uncorded, Bullet, 32dB, PK200",$43.99 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,32dB,,,,Nitro(TM),,ANSI S3.19-1974,,Disposable,Roll-Down,No,Assorted,Foam,Bullet,M,Uncorded,,,,200,Bulk Box,Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHA4,"Ear Plugs, Corded, Bullet, 32dB, PK100",$43.99 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,32dB,,,,Nitro(TM),,ANSI S3.19-1974,,Disposable,Roll-Down,No,Assorted,Foam,Bullet,M,Corded,Yellow,Yellow,Vinyl,100,Bulk Box,Loose,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHA5,"Bell Ear Plugs,  29dB Noise Reduction Rating NRR,  Uncorded,  Universal,  Purple,  PK 100",$54.50 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,29dB,,,,No-Touch(TM),,ANSI S3.19-1974,,Disposable,Push-In,No,Purple,Soft Foam,Bell,Universal,Uncorded,,,,100,"Bulk Bag, Unwrapped",Loose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHA6,"Bell Ear Plugs,  29dB Noise Reduction Rating NRR,  Corded,  M,  Purple,  PK 100",$83.85 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,29dB,,,,No-Touch(TM),,ANSI S3.19-1974,,Reusable,Push-In,No,Purple,Foam,Bell,M,Corded,Yellow,Yellow,Vinyl,100,Bulk Box,Plastic Bag,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHA7,"Flanged Ear Plugs,  26dB Noise Reduction Rating NRR,  Corded,  M,  Clear,  PK 100",$168.27 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,26dB,,,,Tri-Flange(TM),,ANSI S3.19-1974,,Reusable,Push-In,No,Clear,Vinyl,Flanged,M,Corded,Yellow,Yellow,Cloth,100,Bulk Box,Plastic Bag,Cloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHA8,"Ear Plugs, Uncorded, Cylinder, 31dB, PK200",$73.69 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,31dB,,,,E-A-R(TM) Classic(TM) Soft,,ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Foam,Cylinder,M,Uncorded,,,,200,Bulk Box,Loose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHA9,"Ear Plugs, Corded, Cylinder, 31dB, PK200",$97.75 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,31dB,,,,E-A-R(TM) Classic(TM) Soft,,ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Foam,Cylinder,M,Corded,Blue,Blue,Vinyl,200,Bulk Box,Loose,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHC1,"Ear Plugs, Corded, Bell, 31dB, PK200",$105.80 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,31dB,,,,E-A-Rsoft(TM) Grippers(TM),,ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Foam,Bell,L,Corded,Blue,Blue,Vinyl,200,Bulk Box,Plastic Bag,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHC2,"Ear Plugs, Corded, Flanged, 25dB, PK100",$170.35 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs-metal-detectable"">Ear",Ear Plugs,,25dB,,,,Fusion(R),,ANSI S3.19-1974 Tested,,Reusable,Push-In,Yes,Blue,Vinyl,Flanged,M,Corded,Blue,Blue,PVC,100,Bulk Box,Plastic Case,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHC3,"Ear Muff Hygiene Kit, 28dB MaxiMuff",$6.46 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Hygiene Kit,,,,,,,,,28dB MaxiMuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHC4,"Ear Muff Hygiene Kit,  For Use With 25dB ComMuff(TM)",$1.85 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Ear Muff Hygiene Kit,,,,,,,,,25dB ComMuff(TM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHC5,"Ear Plugs, Uncorded, Cylinder, 29dB, PK30",$12.98 ,/ pkg. of 30,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,29dB,,,,E-A-R(TM) Classic(TM),,ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Foam,Cylinder,M,Uncorded,,,,30,Paper Wrapped Pair,Pillow Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHC7,"Bullet Ear Plug Dispensing System,  33dB Noise Reduction Rating NRR,  M,  Assorted",$161.68 ,/ pkg. of 750,safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispensing System,,33dB,,,,One-Stop Plugshop(R),,ANSI S3.19-1974,,Disposable,,No,Assorted,Foam,Bullet,M,Uncorded,,,,750,Bulk Box,Loose,,,,,,Wall,,"Mounting Bracket and Hardware, Front Chute with Turn Handle Lid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHC8,Ear Plug Dispenser Tray,$4.23 ,/ each,safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispenser Tray,,,,,,,,,"Moldex PlugStation 6644, 6646 and 6844",Reusable,,,,,,,,,,,,,,,Polyethylene Terephthalate Copolymer,"3""","6""","8""",Wall,Open,,50 Pairs,,,,,"6644, 6646, 6844",,,"6""",2,,,"Moldex PlugStation 6644, 6646 and 6844","2FLK9, 2EUN4, 2FLL4",,,,,,,,,,,,,,,,,,
3NHD5,"Ear Plugs, Uncorded, Flanged, 25dB, PK50",$57.66 ,/ pkg. of 50,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,25dB,,,,Comets(R),,ANSI S3.19-1974,,Reusable,Push-In,No,Green,Vinyl,Flanged,M,Uncorded,,,,50,Bulk Box,Plastic Bag,,,,,,,,,,Does Not Contain PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHD6,"Ear Plugs, Corded, Flanged, 25dB, PK50",$82.54 ,/ pkg. of 50,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,25dB,,,,Comets(R),,ANSI S3.19-1974,,Reusable,Push-In,No,Green,Vinyl,Flanged,M,Corded,Blue,Blue,Plastic,50,Bulk Box,Plastic Bag,Plastic,,,,,,,,,Does Not Contain PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHE1,Ear Muff Hygiene Kit,$17.00 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Hygiene Kit,,21dB,,,,,,ANSI S3.19-1974,"Most Welding Helmets, Sandblasting Hoods, Hard Caps, Bump Caps And Fire Helmets, 21dB Mfr. No. H6 HY6/V",,,,,,,,,,,,,,,,,,,,,,"(2) Sealing Rings, (2) Foam Inserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHE2,"Flanged Ear Plugs,  27dB Noise Reduction Rating NRR,  Uncorded,  M,  Blue,  PK 100",$96.85 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,27dB,,,,AirSoft(R),,ANSI S3.19-1974 Tested,,Reusable,Push-In,No,Blue,Vinyl,Flanged,M,Uncorded,,,,100,Bulk Box,Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHE3,"Ear Plugs, Corded, Pod, 24dB, PK100",$63.42 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,24dB,,,,RD-1,,ANSI S3.19-1974,,Reusable,Push-In,No,Orange,Foam,Pod,M,Corded,Orange,Orange,PVC,100,Bulk Box,Plastic Bag,PVC,,,,,,,Rigid Inserter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHE5,"Flanged Ear Plugs,  25dB Noise Reduction Rating NRR,  Uncorded,  Universal,  Yellow,  PK 100",$92.01 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,25dB,,,,E-A-R(TM) UltraFit(TM),,ANSI S3.19-1974,,Reusable,Push-In,No,Yellow,Vinyl,Flanged,M,Uncorded,,,,100,Bulk Box,Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHE6,"Hearing Band, Pod, 21dB",$5.34 ,/ each,safety,hearing-protection,"ear-plugs"">Ear",Hearing Band,,21dB,,,,PerCap(R),,ANSI S3.19-1974 Tested,,Reusable,Push-In,No,Orange,Foam,Pod,M,Banded,Black,,,1,Bulk Box,Plastic Bag,Polypropylene,,,,,,,,,,,,,PCAP100,,,,,,,,3NHE7,PerCap(R),,,,,,,,,,,,,,,,,
3NHE7,"Repl Ear Plug Pods, Pod, 21dB, PR",$1.33 ,/ pair,safety,hearing-protection,"ear-plugs"">Ear",Replacement Ear Plug Pods,,21dB,,,,PerCap(R),,ANSI S3.19-1974 Tested,,Reusable,Push-In,No,Orange,Foam,Pod,M,Banded,,,,50,Bulk Box,Plastic Bag,,,,,,,,1 Pair Replacement Pods,,,,,,PERCAP,,,,,,,,3NH36,PerCap(R),,,,,,,,,,,,,,,,,
3NHF1,"Cylinder Ear Plugs,  29dB Noise Reduction Rating NRR,  Corded,  M,  Yellow,  PK 100",$36.50 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,29dB,,,,E-A-R(TM) Classic(TM),,ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Foam,Cylinder,M,Corded,Blue,Blue,,100,Bulk Box,Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHF2,"Bell Ear Plugs,  33dB Noise Reduction Rating NRR,  Corded,  M,  Yellow,  PK 100",$35.00 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,33dB,,,,E-A-Rsoft(TM) FX(TM),,"ANSI S3.19-1974, CSA Z94.2, CSA Class AL",,Disposable,Roll-Down,No,Yellow,Foam,Bell,M,Corded,Red,Red,Vinyl,100,Bulk Box,Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHF3,"Bullet Ear Plugs,  33dB Noise Reduction Rating NRR,  Corded,  Universal,  Yellow,  PK 100",$33.50 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,33dB,,,,E-A-Rsoft(TM) Yellow Neon Blasts(TM),,ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Soft Foam,Bullet,Universal,Corded,Orange,Orange,Vinyl,100,"Bulk Box, Wrapped Pairs",Plastic Bag,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHF5,"Ear Plugs, Uncord, 25dB, PK50",$61.43 ,/ pkg. of 50,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,25dB,,,,Quattro(TM),,ANSI,,Reusable,Push-In,No,Blue,Foam,Flanged,M,Uncorded,,,,50,Carrying Case,Plastic Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHF6,"Bell Ear Plugs,  22dB Noise Reduction Rating NRR,  Uncorded,  M,  Yellow,  PK 100",$57.37 ,/ pkg. of 50,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,22dB,,,,E-A-R(TM) E-Z-Ins(TM),,ANSI S3.19-1974,,Reusable,,No,Yellow,Foam,Bell,M,Uncorded,,,,100,"Bulk Bag, Unwrapped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHF8,"Ear Plugs, Uncorded, Flanged, 27dB, PK100",$89.71 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,27dB,,,,Tri-Grip,,ANSI S3.19-1974,,Reusable,Push-In,No,Orange,Vinyl,Flanged,M,Uncorded,,,,100,Bulk Box,Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHF9,"Ear Plugs, Corded, Flanged, 27dB, PK100",$118.89 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,27dB,,,,Tri-Grip,,ANSI S3.19-1974,,Reusable,Push-In,No,Orange,Vinyl,Flanged,M,Corded,Orange,Orange,PVC,100,Bulk Box,Plastic Bag,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHG5,"Ear Muff Cushions,  For Use With EAR Model No. 1000,  PK 6",$57.27 ,/ pkg. of 6,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Cushions,,,,,,,,,EAR Model No. 1000,,,,,,,,,,,,,,,,,,,,,,Under-The-Chin Or Behind-The-Head Wear Crown Strap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHG6,"Ear Plugs, Uncorded, Bell, 33dB, PK200",$47.15 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,33dB,,,,Meteors(R),,ANSI S3.19-1974,,Disposable,Roll-Down,No,Green,Foam,Bell,M,Uncorded,,,,200,Bulk Box,Plastic Bag,,,,,,,,,,Does Not Contain PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHG7,"Ear Plugs, Corded, Bell, 33dB, PK100",$47.15 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,33dB,,,,Meteors(R),,ANSI S3.19-1974,,Disposable,Roll-Down,No,Green,Foam,Bell,M,Corded,Green,Green,Plastic,100,Bulk Box,Plastic Bag,Plastic,,,,,,,,,Does Not Contain PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHG9,"Pod Hearing Band,  17dB Noise Reduction Rating NRR,  Banded,  M,  White",$1.45 ,/ each,safety,hearing-protection,"ear-plugs"">Ear",Hearing Band,,17dB,,,,T-100,,ANSI S3.19-1974,,Reusable,,No,White,Foam,Pod,M,Banded,Red,,,1,Bag Wrapped Pair,Plastic Bag,Plastic,,,,,,,Tigid Inserter With Every Eair and bag wrapped pair box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHH2,"Ear Plugs, Uncorded, Bullet, 32dB, PK200",$57.50 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,32dB,,,,E-A-R TaperFit(TM) 2,,ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Foam,Bullet,L,Uncorded,,,,200,Bulk Box,Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHH3,"Ear Plugs, Corded, Bullet, 32dB, PK200",$114.39 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,32dB,,,,E-A-R TaperFit(TM) 2,,ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Foam,Bullet,L,Corded,Blue,Blue,Vinyl,200,Bulk Box,Loose,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHH4,"Ear Plugs, Corded, Contoured-T, 30dB, PK100",$42.72 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,30dB,,,,Max Lite(R),,ANSI S3.19-1974 Tested,,Disposable,Roll-Down,No,Green,Foam,Contoured-T,M,Corded,White,White,Cotton,100,Bulk Box,Plastic Bag,Cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHH5,"Cylinder Ear Plugs,  29dB Noise Reduction Rating NRR,  Uncorded,  Universal,  Yellow,  PK 200",$45.08 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,29dB,,,,E-A-R(TM) Classic(TM),,"ANSI S3.19-1974, CSA Z94.2",,Disposable,Roll-Down,No,Yellow,Foam,Cylinder,M,Uncorded,,,,200,Bulk Box,Loose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHH6,"Ear Plugs, Uncorded, Pod, 25dB, PK100",$70.20 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,25dB,,,,E-A-R(TM) EXPRESS(TM) Pod Plugs(TM),,ANSI S3.19-1974,,Reusable,Push-In,No,Yellow,Foam,Pod,M,Uncorded,,,,100,Bulk Box,Pillow Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHH7,"Ear Plugs, Corded, Pod, 25dB, PK100",$108.00 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,25dB,,,,E-A-R(TM) EXPRESS(TM) Pod Plugs(TM),,ANSI S3.19-1974,,Reusable,Push-In,No,Yellow,Soft Foam,Pod,Universal,Corded,Assorted,Assorted,Vinyl,100,Paper Wrapped Pair,Pillow Pack,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHJ4,"Ear Muff Cushions, PR",$3.95 ,/ pair,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Cushions,,,,,,,,,29dB Mfr. No. 2900,,,,,,,,,,,,,,,,,,,,,,NRR 29dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NHJ5,"Cylinder Ear Plugs,  33dB Noise Reduction Rating NRR,  Uncorded,  L,  Yellow,  PK 200",$49.59 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,33dB,,,,E-A-R(TM) Classic(TM) Plus,,ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Foam,Cylinder,L,Uncorded,,,,200,Bulk Box,Pillow Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
